shortId	type	title	slug	scenarioId	actionCount	n_actions	n_human	n_model	human_chars	model_chars	n_undone	n_deleted	n_images	first_at	last_at	n_days	memory_chars	an_chars	instr_chars	n_storycards	tags	scripts	types	path
4S6mprh5x5xx	adventure	We Ask AID what NSFW means to them.	4S6mprh5x5xx__we-ask-aid-what-nsfw-means-to-them	2510629	23	23	5	18	709	8969	0	0	3	2021-12-25T16:33:23.010Z	2021-12-25T17:00:15.056Z	1	341	31	0	0	nsfw		continue=18;story=4;say=1	exports/adventures/4S6mprh5x5xx__we-ask-aid-what-nsfw-means-to-them
4a-POsVcwZ8s	adventure	Your Cobralingus Engine has arrived!	4a-POsVcwZ8s__your-cobralingus-engine-has-arrived	1032920	47	47	10	37	2212	11788	0	0	0	2020-11-20T04:53:28.300Z	2020-11-20T05:19:32.868Z	1	1000	150	0	16	nsfw|language|jeff noon|remix|experimental|metamorphiction|alice in wonderland|hybridization|polysemy|nonlinear|word		continue=37;story=10	exports/adventures/4a-POsVcwZ8s__your-cobralingus-engine-has-arrived
4bq3CmL2ypDJ	adventure	Scenario Mixer - Collision of Two Worlds	4bq3CmL2ypDJ__scenario-mixer-collision-of-two-worlds	2292295	46	46	22	24	2100	8164	0	0	0	2021-11-21T20:29:00.312Z	2021-11-21T21:18:40.424Z	1	93	68	0	0			continue=24;story=22	exports/adventures/4bq3CmL2ypDJ__scenario-mixer-collision-of-two-worlds
4h7unjNFwoXc	adventure	Blobby Scampers To Feline Afterlife	4h7unjNFwoXc__blobby-scampers-to-feline-afterlife	2406726	156	156	75	81	8454	26161	0	0	29	2021-12-15T00:01:06.968Z	2021-12-15T01:24:47.192Z	1	113	43	0	0	nsfw		continue=81;story=75	exports/adventures/4h7unjNFwoXc__blobby-scampers-to-feline-afterlife
4iAiBN3KSxpI	adventure	Guided Meditation	4iAiBN3KSxpI__guided-meditation	2465915	25	25	8	17	1070	5826	0	0	0	2021-12-09T13:17:25.407Z	2021-12-09T13:29:43.801Z	1	0	0	0	0			continue=17;story=8	exports/adventures/4iAiBN3KSxpI__guided-meditation
4nJNoUZ-IYyp	adventure	Scenario Generator	4nJNoUZ-IYyp__scenario-generator	614273	19	19	10	9	395	1952	0	0	0	2021-05-05T20:03:50.136Z	2021-05-05T20:10:36.051Z	1	776	0	0	0	scenarios|generator|simulator|ai|ai dungen|gpt-3|dragon		story=10;continue=9	exports/adventures/4nJNoUZ-IYyp__scenario-generator
4tdQwuSwX_eY	adventure	Drinks With America’s Sins, Mooshed Into A Golem That Drinks	4tdQwuSwX_eY__drinks-with-americas-sins-mooshed-into-a-golem-that-drinks	987402	142	142	64	78	4678	25178	0	0	0	2020-11-10T22:59:07.605Z	2020-11-11T20:40:46.427Z	2	137	128	0	0	nsfw		continue=78;story=35;do=17;say=12	exports/adventures/4tdQwuSwX_eY__drinks-with-americas-sins-mooshed-into-a-golem-that-drinks
4uwA4fDslsu5	adventure	Round Table With Consciousness Luminaries	4uwA4fDslsu5__round-table-with-consciousness-luminaries	1030766	26	26	9	17	1872	5592	0	0	0	2020-12-09T04:03:11.972Z	2020-12-09T04:35:02.848Z	1	0	0	0	0			continue=17;story=9	exports/adventures/4uwA4fDslsu5__round-table-with-consciousness-luminaries
5-g1m1He8qLE	adventure	HUNT THE WUMPUS - ENGLISH TEXT ATTEMPT	5-g1m1He8qLE__hunt-the-wumpus-english-text-attempt	1116027	228	228	103	125	9196	42541	0	0	0	2020-12-14T05:34:46.262Z	2020-12-14T20:32:42.723Z	1	742	43	0	0	nsfw		continue=125;do=93;story=8;say=2	exports/adventures/5-g1m1He8qLE__hunt-the-wumpus-english-text-attempt
53Ry5uvt_soy	adventure	Diana Tourjee's 12 transfolk Walk Into A Bar	53Ry5uvt_soy__diana-tourjees-12-transfolk-walk-into-a-bar	1509999	7	7	1	6	114	2453	0	0	0	2021-06-16T04:02:55.960Z	2021-06-16T04:06:13.369Z	1	0	58	0	0	nsfw		continue=6;story=1	exports/adventures/53Ry5uvt_soy__diana-tourjees-12-transfolk-walk-into-a-bar
56rTlVGfhkg8	adventure	Your Cobralingus Engine has arrived!	56rTlVGfhkg8__your-cobralingus-engine-has-arrived	1032920	40	40	6	34	3515	11642	0	0	0	2020-11-21T20:42:59.981Z	2020-11-21T23:07:09.974Z	1	1000	150	0	16	nsfw|language|jeff noon|remix|experimental|metamorphiction|alice in wonderland|hybridization|polysemy|nonlinear|word		continue=34;story=6	exports/adventures/56rTlVGfhkg8__your-cobralingus-engine-has-arrived
5CySPaNclm3n	adventure		5CySPaNclm3n__untitled	1233850	4	4	2	2	2059	398	0	0	0	2021-01-15T14:34:13.795Z	2021-01-15T14:38:08.909Z	1	6	0	0	0			story=2;continue=2	exports/adventures/5CySPaNclm3n__untitled
5KSor_6fEaXy	adventure	Note	5KSor_6fEaXy__note	825547	92	92	45	47	4770	16362	0	0	0	2020-10-29T06:29:05.064Z	2020-10-29T07:47:03.067Z	1	0	0	0	0			continue=47;do=36;story=8;say=1	exports/adventures/5KSor_6fEaXy__note
5P213I4BahiX	adventure	Conversation with AI Dungeon: Conspiracy Theory and Conspiracy Praxis!	5P213I4BahiX__conversation-with-ai-dungeon-conspiracy-theory-and-conspirac	1292399	101	101	48	53	5319	16205	0	0	0	2021-02-01T03:19:07.148Z	2021-02-01T04:18:43.987Z	1	991	149	0	0			continue=53;story=48	exports/adventures/5P213I4BahiX__conversation-with-ai-dungeon-conspiracy-theory-and-conspirac
5QUTzKlPzaq5	adventure	custom	5QUTzKlPzaq5__custom	458625	2	2	1	1	45	238	0	0	0	2021-06-11T08:05:06.282Z	2021-06-11T08:05:10.347Z	1	0	0	0	0			story=1;continue=1	exports/adventures/5QUTzKlPzaq5__custom
5WDNcr5O2VCI	adventure	AI Dungeon: Reversed - Knickerbocker	5WDNcr5O2VCI__ai-dungeon-reversed-knickerbocker	598770	11	11	6	5	2585	2105	0	0	0	2020-10-06T01:51:29.613Z	2020-10-06T02:05:48.541Z	1	155	0	0	0	reverse ai dungeon		story=6;continue=5	exports/adventures/5WDNcr5O2VCI__ai-dungeon-reversed-knickerbocker
5WkuqKzCDhI2	adventure	Your Cobralingus Engine has arrived!	5WkuqKzCDhI2__your-cobralingus-engine-has-arrived	1032920	89	89	19	70	3243	20908	0	0	28	2022-01-15T19:52:45.148Z	2022-01-15T20:52:37.523Z	1	1000	150	0	30	nsfw|language|jeff noon|remix|experimental|metamorphiction|alice in wonderland|hybridization|polysemy|nonlinear|word		continue=70;story=18;start=1	exports/adventures/5WkuqKzCDhI2__your-cobralingus-engine-has-arrived
5XdEEjJRGMND	adventure	1 Gross of Angry Men - Including 12 Super Nazis - Collect Them All!	5XdEEjJRGMND__1-gross-of-angry-men-including-12-super-nazis-collect-them-a	1084977	47	47	15	32	3603	10592	0	0	0	2020-12-03T18:07:17.577Z	2020-12-04T02:22:11.262Z	2	873	150	0	37	nsfw|rule of law|12 angry men|secret nazi|hollywood|sidney lumet|ensemble cast|musical for no reason|catch them all|super nazi|homosocial		continue=32;story=15	exports/adventures/5XdEEjJRGMND__1-gross-of-angry-men-including-12-super-nazis-collect-them-a
5iWLgTwY7POO	adventure	Ensine a IA a falar PORTUGUÊS	5iWLgTwY7POO__ensine-a-ia-a-falar-português	1197144	9	9	4	5	1378	773	0	0	0	2021-01-15T14:26:00.182Z	2021-01-15T14:31:40.949Z	1	76	0	0	0	portuguese|português|teacher|professor|ai test|english to portuguese|brazil|br		continue=5;story=4	exports/adventures/5iWLgTwY7POO__ensine-a-ia-a-falar-português
5l_n94CGg1s6	adventure	Spider Jerusalem - holoband gives a game I won't play	5l_n94CGg1s6__spider-jerusalem-holoband-gives-a-game-i-wont-play	458665	35	35	16	19	892	6232	0	0	0	2020-09-04T07:04:51.646Z	2020-09-04T07:22:10.381Z	1	536	0	0	13			continue=19;story=16	exports/adventures/5l_n94CGg1s6__spider-jerusalem-holoband-gives-a-game-i-wont-play
5umWsWTu0CSo	adventure	══════{/USER: ~EggBoi~ HAS Respa̪̞͜w͐͆̕n̴̻͌̓͑e̴̒͝͠d̵̢̼̒̈́}══════	5umWsWTu0CSo__user-eggboi-has-respawned	1332185	54	54	27	27	2206	7722	0	0	0	2021-02-11T09:41:10.477Z	2021-02-11T10:08:39.622Z	1	703	0	0	0	respawned|~eggboi~|is|back|(b ᵔ▽ᵔ)b|sorry_4_da_scares|1up_acquired		story=27;continue=27	exports/adventures/5umWsWTu0CSo__user-eggboi-has-respawned
6-QJVMhEqWoN	adventure	The Magic 8,000,000 Ball	6-QJVMhEqWoN__the-magic-8000000-ball	1847302	71	71	35	36	2862	11144	0	0	0	2021-11-27T02:28:11.395Z	2021-11-27T03:03:58.372Z	1	136	128	0	0	nsfw		continue=36;story=35	exports/adventures/6-QJVMhEqWoN__the-magic-8000000-ball
606q0vJgWcat	adventure	You and AID - On the Road to the WGA!	606q0vJgWcat__you-and-aid-on-the-road-to-the-wga	1130961	140	140	59	81	7079	25318	0	0	0	2020-12-17T07:02:59.328Z	2020-12-17T08:29:21.669Z	1	1000	149	0	0			continue=81;story=59	exports/adventures/606q0vJgWcat__you-and-aid-on-the-road-to-the-wga
62JyIcHmp-lK	adventure	Why Invent the Jesus	62JyIcHmp-lK__why-invent-the-jesus	2450618	2	2	1	1	362	129	0	0	0	2021-12-05T04:36:05.722Z	2021-12-05T04:36:11.240Z	1	361	27	0	0	nsfw		story=1;continue=1	exports/adventures/62JyIcHmp-lK__why-invent-the-jesus
64elG1U0oJZs	adventure	Mafia Boss Takes Over NYC	64elG1U0oJZs__mafia-boss-takes-over-nyc	1468382	8	8	4	4	819	1662	0	0	0	2021-03-30T21:41:54.450Z	2021-03-30T22:14:26.162Z	1	948	0	0	16	adventure|simulator|mafia|survival|life|fun|pov|action		story=4;continue=4	exports/adventures/64elG1U0oJZs__mafia-boss-takes-over-nyc
6WjrkULN5v0o	adventure	Load Wrangling Your Friends Hole	6WjrkULN5v0o__load-wrangling-your-friends-hole	1023016	87	87	42	45	4164	5721	0	0	0	2020-12-18T13:38:22.942Z	2020-12-18T15:45:37.954Z	1	1000	148	0	0	nsfw|cumdump|quest		continue=45;story=42	exports/adventures/6WjrkULN5v0o__load-wrangling-your-friends-hole
6X5VvpEACAb2	adventure	Meet Chris Hansen!	6X5VvpEACAb2__meet-chris-hansen	970576	20	20	10	10	1811	3364	0	0	0	2020-11-01T13:49:06.333Z	2020-11-01T14:05:12.200Z	1	0	0	0	0			continue=10;say=5;do=3;story=2	exports/adventures/6X5VvpEACAb2__meet-chris-hansen
6fUSHLwf6-xM	adventure	12 Muslims Walk Into A Bar	6fUSHLwf6-xM__12-muslims-walk-into-a-bar	1509999	2	2	1	1	101	455	0	0	0	2021-03-07T00:10:21.750Z	2021-03-07T00:10:31.213Z	1	45	58	0	0	nsfw		story=1;continue=1	exports/adventures/6fUSHLwf6-xM__12-muslims-walk-into-a-bar
6l3a9osC-3I1	adventure	Quarantine Expanded	6l3a9osC-3I1__quarantine-expanded	1025703	78	78	29	49	3551	14562	0	0	0	2020-11-16T02:48:46.418Z	2020-11-16T03:33:45.159Z	1	0	0	0	4	covid-19|coronavirus|simulator|stay home|quarantine|home page|remake|pandemic|world entry|comunism		continue=49;story=28;say=1	exports/adventures/6l3a9osC-3I1__quarantine-expanded
6pPkwu_6-pCy	adventure	Dating a Divinity	6pPkwu_6-pCy__dating-a-divinity	2394194	83	83	41	42	4669	13616	0	0	0	2021-11-22T00:30:41.172Z	2021-11-22T01:11:50.206Z	1	121	139	0	0			continue=42;story=41	exports/adventures/6pPkwu_6-pCy__dating-a-divinity
79A0k2bL7UTB	adventure	Gavin McGuiness's 88 Lines about 44 Black Men	79A0k2bL7UTB__gavin-mcguinesss-88-lines-about-44-black-men	1256910	6	6	2	4	760	1431	0	0	0	2021-03-08T04:34:33.517Z	2021-03-08T04:36:41.344Z	1	685	4	0	0	nsfw		continue=4;story=2	exports/adventures/79A0k2bL7UTB__gavin-mcguinesss-88-lines-about-44-black-men
7ALW9I_x_5Sn	adventure	Salman Rushdie's 12 Muslims Walk Into A Bar	7ALW9I_x_5Sn__salman-rushdies-12-muslims-walk-into-a-bar	1509999	14	14	4	10	160	3377	0	0	0	2021-03-07T00:20:11.074Z	2021-03-07T00:26:29.759Z	1	45	58	0	0	nsfw		continue=10;story=4	exports/adventures/7ALW9I_x_5Sn__salman-rushdies-12-muslims-walk-into-a-bar
7C-yWzwdwmoB	adventure	Human cult simulator version 10	7C-yWzwdwmoB__human-cult-simulator-version-10	921962	46	46	19	27	1850	8739	0	0	0	2020-10-16T22:49:21.090Z	2020-10-17T21:05:49.494Z	2	1000	108	0	0	nsfw|community|interpersonal|positive conditioning|intermittent conditioning|double dog d programming|reinforcement|behavior old psychology|group psychology|dissonance|demagogue		continue=27;story=19	exports/adventures/7C-yWzwdwmoB__human-cult-simulator-version-10
7Eo0pVMS39ki	adventure	Two PIzza Places Offer You Paralyzing Savings Plans!	7Eo0pVMS39ki__two-pizza-places-offer-you-paralyzing-savings-plans	1669571	7	7	4	3	890	913	0	0	0	2021-04-07T01:59:31.275Z	2021-04-07T02:15:02.289Z	1	0	0	0	0	nsfw		story=4;continue=3	exports/adventures/7Eo0pVMS39ki__two-pizza-places-offer-you-paralyzing-savings-plans
7GZxV-RA9KEQ	adventure	AI Dungeon: Reversed	7GZxV-RA9KEQ__ai-dungeon-reversed	598770	18	18	6	12	945	2690	0	0	0	2020-10-06T04:04:43.127Z	2020-10-06T04:14:10.700Z	1	0	0	0	0	reverse ai dungeon		continue=12;story=6	exports/adventures/7GZxV-RA9KEQ__ai-dungeon-reversed
7Wu9L-iHfV2W	adventure	I  Didn't Want to Disturb You	7Wu9L-iHfV2W__i-didnt-want-to-disturb-you	2487493	2	2	1	1	511	424	0	0	1	2021-12-17T14:38:39.491Z	2021-12-17T14:38:48.217Z	1	0	0	0	0			story=1;continue=1	exports/adventures/7Wu9L-iHfV2W__i-didnt-want-to-disturb-you
7hHg5NtS5ftq	adventure	Howl PT 3	7hHg5NtS5ftq__howl-pt-3	1223863	7	7	1	6	1814	1364	0	0	0	2021-01-13T01:41:12.582Z	2021-01-13T01:54:45.390Z	1	519	0	0	0			continue=6;story=1	exports/adventures/7hHg5NtS5ftq__howl-pt-3
7kf6fbI3IBzs	adventure	The Magic 8,000,000 Ball	7kf6fbI3IBzs__the-magic-8000000-ball	1847302	31	31	16	15	2473	4869	0	0	0	2021-05-20T06:33:17.402Z	2021-05-20T06:48:51.271Z	1	136	128	0	0	nsfw		story=16;continue=15	exports/adventures/7kf6fbI3IBzs__the-magic-8000000-ball
7kzvpvWkNe2G	adventure	Your a Talent Agent Looking for the Next Big Thing	7kzvpvWkNe2G__your-a-talent-agent-looking-for-the-next-big-thing	1094143	22	22	10	12	1647	3171	0	0	0	2020-12-06T17:02:55.996Z	2020-12-06T17:17:47.999Z	1	840	149	0	0	nsfw		continue=12;story=10	exports/adventures/7kzvpvWkNe2G__your-a-talent-agent-looking-for-the-next-big-thing
7lDwUOnpAxKh	adventure	GROK: the video game	7lDwUOnpAxKh__grok-the-video-game	1091581	48	48	24	24	1537	5933	0	0	0	2020-12-05T15:29:11.108Z	2020-12-05T16:08:50.019Z	1	783	123	0	0	nsfw		story=24;continue=24	exports/adventures/7lDwUOnpAxKh__grok-the-video-game
7tuxRiTMiK7w	adventure	The Empathetic Assassin	7tuxRiTMiK7w__the-empathetic-assassin	2531705	1	1	1	0	2000	0	0	0	0	2022-01-18T23:21:22.526Z	2022-01-18T23:21:22.526Z	1	128	133	0	0	assassin|boxot|kingdom|king|inquisition|stress|pity		start=1	exports/adventures/7tuxRiTMiK7w__the-empathetic-assassin
82n3HngMEcTT	adventure	WarGames with special guest star WOPR	82n3HngMEcTT__wargames-with-special-guest-star-wopr	2520856	22	22	4	18	2011	3703	0	0	4	2021-12-30T03:28:49.759Z	2021-12-30T03:40:58.862Z	1	973	34	0	0			continue=18;story=4	exports/adventures/82n3HngMEcTT__wargames-with-special-guest-star-wopr
83vZPTbF3BPR	adventure	Python	83vZPTbF3BPR__python	2358490	3	3	1	2	87	640	0	0	0	2021-11-10T01:49:42.315Z	2021-11-10T01:50:31.772Z	1	700	64	0	0			continue=2;story=1	exports/adventures/83vZPTbF3BPR__python
84awA8uIIUqc	adventure	April Fool's Day	84awA8uIIUqc__april-fools-day	1631049	2	2	1	1	196	383	0	0	0	2021-03-30T11:42:27.791Z	2021-03-30T11:43:00.439Z	1	21	0	0	0	fools4april		story=1;continue=1	exports/adventures/84awA8uIIUqc__april-fools-day
84pa06HRX-nG	adventure	EVANGELIST TRAINER: When your not sure what to say,..or how to say it.	84pa06HRX-nG__evangelist-trainer-when-your-not-sure-what-to-sayor-how-to-s	978037	57	57	26	31	3198	9749	0	0	0	2021-03-06T16:25:09.455Z	2021-03-06T16:50:59.166Z	1	999	144	0	0	bible|christian|god|jesus|preaching|evangelize|ministry|scripture|help|train		continue=31;story=26	exports/adventures/84pa06HRX-nG__evangelist-trainer-when-your-not-sure-what-to-sayor-how-to-s
88x6W5IRCVgw	adventure	Stop Making The AI Lewd Please	88x6W5IRCVgw__stop-making-the-ai-lewd-please	1698843	2	2	1	1	294	459	0	0	0	2021-04-15T04:27:15.350Z	2021-04-15T04:27:28.305Z	1	62	0	0	0	please|stop being dumb|this is not funny|try a challenge|ai dungeon can be more|nsfw can be more|stop it get some help		story=1;continue=1	exports/adventures/88x6W5IRCVgw__stop-making-the-ai-lewd-please
89hGdnk-r5st	adventure	TOOSITANIA: Gwinifrid	89hGdnk-r5st__toositania-gwinifrid	5562463	23	23	11	12	1829	3915	0	0	0	2021-05-18T20:39:42.193Z	2021-05-18T20:55:07.324Z	1	824	0	0	46			continue=12;story=11	exports/adventures/89hGdnk-r5st__toositania-gwinifrid
8AtgmyGdfzJ6	adventure	The Most Appropriate Expert For This Here Situation	8AtgmyGdfzJ6__the-most-appropriate-expert-for-this-here-situation	1364356	103	103	48	55	5598	18696	0	0	0	2021-03-27T21:48:51.777Z	2021-03-27T22:53:15.946Z	1	606	60	0	0	nsfw		continue=55;story=48	exports/adventures/8AtgmyGdfzJ6__the-most-appropriate-expert-for-this-here-situation
8Jy4VB_MTJF9	adventure	OCtavia Butler's 88 Lines about 44 Black Women	8Jy4VB_MTJF9__octavia-butlers-88-lines-about-44-black-women	1256910	9	9	4	5	767	1491	0	0	0	2021-03-08T04:18:56.046Z	2021-03-08T04:21:49.295Z	1	717	35	0	0			continue=5;story=4	exports/adventures/8Jy4VB_MTJF9__octavia-butlers-88-lines-about-44-black-women
8KHycgLdQUrb	adventure	Life Simulator 🌎🌍🌏	8KHycgLdQUrb__life-simulator	2448831	19	19	8	11	968	3720	0	0	0	2021-12-04T00:54:50.002Z	2021-12-04T01:28:35.665Z	1	0	0	0	0	bitlife|simulator|years|cool|world|life|tags|ventro_jven		continue=11;story=6;do=1;say=1	exports/adventures/8KHycgLdQUrb__life-simulator
8PfjOwBBaiQl	adventure	Steve-O's 88 Lines about 44 Black Men	8PfjOwBBaiQl__steve-os-88-lines-about-44-black-men	1256910	20	20	10	10	838	2878	0	0	0	2021-03-08T04:26:51.775Z	2021-03-08T04:33:03.546Z	1	685	4	0	0	nsfw		story=10;continue=10	exports/adventures/8PfjOwBBaiQl__steve-os-88-lines-about-44-black-men
8SY32Zwwp-qd	adventure	The Magic 8,000,000 Ball	8SY32Zwwp-qd__the-magic-8000000-ball	1847302	1	1	1	0	1193	0	0	0	0	2021-12-30T17:37:29.279Z	2021-12-30T17:37:29.279Z	1	136	128	0	0	nsfw		story=1	exports/adventures/8SY32Zwwp-qd__the-magic-8000000-ball
8bjnhTmYF1_R	adventure	Talking With Earth, Using Information Theory of Individuality	8bjnhTmYF1_R__talking-with-earth-using-information-theory-of-individuality	1225277	1	1	1	0	1984	0	0	0	0	2021-01-14T22:41:59.493Z	2021-01-14T22:41:59.493Z	1	938	150	0	0	nsfw		story=1	exports/adventures/8bjnhTmYF1_R__talking-with-earth-using-information-theory-of-individuality
8byKlLJtpiS9	adventure	The Most Appropriate Expert For This Here Situation	8byKlLJtpiS9__the-most-appropriate-expert-for-this-here-situation	1364356	28	28	14	14	1057	5203	0	0	0	2021-03-25T09:33:39.331Z	2021-03-25T09:48:15.280Z	1	0	60	0	0	nsfw		continue=14;story=11;do=2;say=1	exports/adventures/8byKlLJtpiS9__the-most-appropriate-expert-for-this-here-situation
8kUaitBJhajq	adventure	YO! CAN WE NEGOTIATE A COMPROMISE? INSTEAD OF BIRD FLU HOW ABOUT WE .	8kUaitBJhajq__yo-can-we-negotiate-a-compromise-instead-of-bird-flu-how-abo	2521863	73	73	30	43	3722	7934	0	0	14	2021-12-30T02:40:21.417Z	2021-12-30T03:25:08.399Z	1	73	107	0	0	nsfw		continue=43;story=30	exports/adventures/8kUaitBJhajq__yo-can-we-negotiate-a-compromise-instead-of-bird-flu-how-abo
8s-LEfpRXa-F	adventure	AI Dungeon: Reversed - HIV in HS!	8s-LEfpRXa-F__ai-dungeon-reversed-hiv-in-hs	598770	16	16	6	10	1434	3422	0	0	0	2020-10-06T03:48:47.694Z	2020-10-06T04:01:21.396Z	1	0	0	0	0	reverse ai dungeon		continue=10;story=6	exports/adventures/8s-LEfpRXa-F__ai-dungeon-reversed-hiv-in-hs
8voSYaAC4tzS	adventure	Take the Walpurgisnacht Audio Tour!	8voSYaAC4tzS__take-the-walpurgisnacht-audio-tour	1777215	238	238	114	124	7639	40755	0	0	0	2021-05-01T05:17:22.000Z	2021-05-01T21:37:59.524Z	1	1000	95	0	0			continue=124;story=104;do=10	exports/adventures/8voSYaAC4tzS__take-the-walpurgisnacht-audio-tour
8x2L0XGpZpvy	adventure	AI Dungeon: Artificially Intelligent Dungeon	8x2L0XGpZpvy__ai-dungeon-artificially-intelligent-dungeon	1172170	44	44	20	24	1372	7961	0	0	0	2021-11-23T13:39:13.274Z	2021-11-24T02:03:57.925Z	2	0	0	0	0	ai dungeon|dungeon|neoncatnine		continue=24;story=11;say=6;do=3	exports/adventures/8x2L0XGpZpvy__ai-dungeon-artificially-intelligent-dungeon
8xXQz3uYmRWH	adventure	Alone	8xXQz3uYmRWH__alone	825342	57	57	25	32	4012	10186	0	0	0	2020-10-29T10:44:38.573Z	2020-10-29T11:26:15.652Z	1	84	66	0	0			continue=32;say=14;do=8;story=3	exports/adventures/8xXQz3uYmRWH__alone
8z5CBoy-Dwsk	adventure	12 Muslims Walk Into A Bar	8z5CBoy-Dwsk__12-muslims-walk-into-a-bar	1509999	4	4	1	3	101	705	0	0	0	2021-03-06T23:57:48.717Z	2021-03-06T23:59:16.816Z	1	45	58	0	0	nsfw		continue=3;story=1	exports/adventures/8z5CBoy-Dwsk__12-muslims-walk-into-a-bar
95oAHKOLZcL4	adventure		95oAHKOLZcL4__untitled	1087308	0	0	0	0	0	0	0	0	0			0	0	0	0	0				exports/adventures/95oAHKOLZcL4__untitled
977imlXPON7a	adventure	the AI tries to derive the Schrödinger equation.	977imlXPON7a__the-ai-tries-to-derive-the-schrödinger-equation	680317	63	63	24	39	2272	12520	0	0	0	2020-11-12T10:18:20.005Z	2020-11-13T00:59:48.200Z	2	0	0	0	0	nsfw|schrodinger equation|quantum mechanics		continue=39;do=11;say=8;story=5	exports/adventures/977imlXPON7a__the-ai-tries-to-derive-the-schrödinger-equation
9BFFE4u5AtdW	adventure	Ragnarok AKA Left Behind Acres, LLC: Chuck	9BFFE4u5AtdW__ragnarok-aka-left-behind-acres-llc-chuck	5557999	17	17	7	10	1545	2977	0	0	0	2021-02-24T14:21:20.002Z	2021-02-24T14:33:43.441Z	1	626	0	0	23			continue=10;story=7	exports/adventures/9BFFE4u5AtdW__ragnarok-aka-left-behind-acres-llc-chuck
9CKtcvd-sVYA	adventure	Interview with a Unit of Child Pornography	9CKtcvd-sVYA__interview-with-a-unit-of-child-pornography	1786305	121	121	56	65	6869	24151	0	0	0	2021-05-04T02:49:44.277Z	2021-05-04T04:14:46.119Z	1	999	150	0	0	nsfw		continue=65;story=36;do=19;say=1	exports/adventures/9CKtcvd-sVYA__interview-with-a-unit-of-child-pornography
9DKPD4dus2FU	adventure	The Synthetic Dawn	9DKPD4dus2FU__the-synthetic-dawn	1161377	17	17	7	10	1569	3252	0	0	0	2020-12-27T04:54:55.746Z	2020-12-27T18:19:20.549Z	1	170	0	0	0	ai|synthetic|android		continue=10;story=7	exports/adventures/9DKPD4dus2FU__the-synthetic-dawn
9FTvsXdNrG8f	adventure	Pop Quiz?	9FTvsXdNrG8f__pop-quiz	2373210	5	5	2	3	145	759	0	0	0	2021-11-14T23:05:39.101Z	2021-11-14T23:12:50.238Z	1	0	0	0	0			continue=3;story=2	exports/adventures/9FTvsXdNrG8f__pop-quiz
9GHp709AUGgD	adventure	Why Invent the Jesus	9GHp709AUGgD__why-invent-the-jesus	2450618	55	55	27	28	1686	9462	0	0	0	2021-12-04T18:05:14.228Z	2021-12-04T18:37:13.229Z	1	361	27	0	0	nsfw		continue=28;story=27	exports/adventures/9GHp709AUGgD__why-invent-the-jesus
9KSg8q6MIbky	adventure	Why Invent the Jesus	9KSg8q6MIbky__why-invent-the-jesus	2450618	139	139	50	89	3744	23821	0	0	0	2021-12-05T02:24:52.427Z	2021-12-05T03:21:52.573Z	1	361	27	0	0	nsfw		continue=89;story=50	exports/adventures/9KSg8q6MIbky__why-invent-the-jesus
9OpLlCwFj5Vl	adventure	Octavia Butler's 12 Black Women Walk Into A Bar	9OpLlCwFj5Vl__octavia-butlers-12-black-women-walk-into-a-bar	1509999	2	2	1	1	122	134	0	0	0	2021-03-07T00:47:19.458Z	2021-03-07T00:47:29.958Z	1	45	58	0	0	nsfw		story=1;continue=1	exports/adventures/9OpLlCwFj5Vl__octavia-butlers-12-black-women-walk-into-a-bar
9PQR8tq5U_zt	adventure	Your Cobralingus Engine has arrived!	9PQR8tq5U_zt__your-cobralingus-engine-has-arrived	1032920	32	32	8	24	4809	7829	0	0	0	2020-11-21T05:11:41.704Z	2020-11-21T13:40:40.288Z	1	1000	150	0	16	nsfw|language|jeff noon|remix|experimental|metamorphiction|alice in wonderland|hybridization|polysemy|nonlinear|word		continue=24;story=8	exports/adventures/9PQR8tq5U_zt__your-cobralingus-engine-has-arrived
